Issue Key,Issue Type,Status,Priority,Summary,Description,Component/s,Affects Version/s,Fix Version/s,Assignee,Reporter,Created,Updated,Resolved,Resolution,Labels,Story Points,Epic Link,Sprint,Module,Root Cause,Defect Category,Business Impact,Customer Impact
ECOM-1830,Bug,Open,Low,Product availability wrong with complex pricing,Users experiencing issues when trying to product availability wrong with complex pricing. This affects user experience and may impact conversion rates.,Product Reviews,v2.0.8,,,finance.dept,2024-05-11,2024-09-13,,,"inventory,reviews,active""",2,,SPRINT-93,Product Management,Data Mapping,Data Integrity,High,High
ECOM-1831,Bug,To Do,Low,Product details not loading in different categories,Performance degradation noticed when product details not loading in different categories. Users are experiencing slow response times.,Inventory System,v2.1.6,,data.team,qa.tester,2023-12-08,2024-05-24,,,"product,product,active""",1,,SPRINT-96,Product Management,Session Issue,Critical,High,High
ECOM-1832,Bug,Open,Low,Order tracking not working with multiple items,Critical functionality broken for order tracking not working with multiple items. This is causing customer complaints and potential revenue loss.,Order Cancellation,v2.1.3,,,jane.smith,2023-08-08,2023-12-14,,,"returns,status,active""",2,,SPRINT-10,Order Management,Session Issue,Performance,Medium,Critical
ECOM-1833,Bug,Resolved,Critical,Product images not displaying for featured products,Users experiencing issues when trying to product images not displaying for featured products. This affects user experience and may impact conversion rates.,Product Details,v2.1.6,v2.0.8,session.team,business.analyst,2023-03-08,2023-11-17,2023-11-17,Fixed,"""price,display""",8,,SPRINT-60,Product Management,Error Handling,Critical,Low,Medium
ECOM-1834,Bug,To Do,Critical,Cart items disappearing on mobile devices,Users experiencing issues when trying to cart items disappearing on mobile devices. This affects user experience and may impact conversion rates.,Cart UI,v2.1.6,,order.team,ui.designer,2023-12-04,2024-10-15,,,"calculation,mobile,active""",8,,SPRINT-96,Add Products to Cart,Database Query,Data Integrity,Medium,Medium
ECOM-1835,Bug,Open,Low,Category description missing in grid view,Performance degradation noticed when category description missing in grid view. Users are experiencing slow response times.,Performance System,v2.0.8,,,compliance.officer,2023-03-03,2024-06-07,,,"navigation,navigation,active""",1,,SPRINT-25,Browse Products by Category,Session Issue,Enhancement,Critical,High
ECOM-1836,Bug,To Do,Medium,Category description missing with applied filters,Critical functionality broken for category description missing with applied filters. This is causing customer complaints and potential revenue loss.,Data Display,v2.2.2,,performance.team,product.manager,2023-10-27,2024-11-12,,,"category,data,active""",3,,SPRINT-43,Browse Products by Category,Input Validation,Performance,Critical,Low
ECOM-1837,Bug,Reopened,Low,Search autocomplete failing in specific browsers,Inconsistent behavior observed when search autocomplete failing in specific browsers. The issue appears to be intermittent and affects certain user segments.,Filter System,v2.1.6,,john.doe,business.analyst,2024-06-16,2024-08-04,,,"""search,filters""",1,,SPRINT-4,Search for Products,CSS Issue,Security,Low,Medium
ECOM-1838,Bug,Resolved,Medium,Add to cart button not working with promotional items,Critical functionality broken for add to cart button not working with promotional items. This is causing customer complaints and potential revenue loss.,Cart Calculation,v2.0.9,v2.2.1,security.team,data.analyst,2023-07-02,2023-10-20,2023-10-20,Duplicate,"""validation,session""",2,,SPRINT-19,Add Products to Cart,Integration Issue,Enhancement,Critical,High
ECOM-1839,Bug,In Progress,Low,Order confirmation problems for gift orders,Performance degradation noticed when order confirmation problems for gift orders. Users are experiencing slow response times.,Return System,v2.1.7,,payment.team,sarah.wilson,2024-08-26,2024-10-10,,,"status,returns,active""",2,,SPRINT-81,Order Management,Integration Issue,Critical,Low,High
ECOM-1840,Bug,Closed,Critical,Wishlist sharing not working for guest users,Inconsistent behavior observed when wishlist sharing not working for guest users. The issue appears to be intermittent and affects certain user segments.,Wishlist Persistence,v2.1.5,v2.1.0,sarah.wilson,customer.support,2024-12-21,2024-12-24,2024-12-24,Fixed,"""sharing,ui""",8,,SPRINT-27,Wishlist and Favorites,Configuration Issue,Critical,Low,Medium
ECOM-1841,Bug,To Do,Low,Account registration issues on mobile devices,Critical functionality broken for account registration issues on mobile devices. This is causing customer complaints and potential revenue loss.,User Authentication,v2.0.9,,data.team,business.analyst,2023-12-02,2024-10-09,,,"password,authentication,active""",2,EPIC-005,SPRINT-54,User Account Management,Logic Error,Data Integrity,Low,High
ECOM-1842,Bug,In Progress,Medium,Product specifications missing with complex pricing,Critical functionality broken for product specifications missing with complex pricing. This is causing customer complaints and potential revenue loss.,Product Reviews,v2.1.6,,mike.johnson,admin.user,2023-08-16,2023-09-30,,,"display,display,active""",2,,SPRINT-4,Product Management,Validation Logic,Functional,High,High
ECOM-1843,Bug,Reopened,Low,User session timeout with multiple profiles,System fails to properly handle user session timeout with multiple profiles. Multiple users have reported this issue across different browsers.,Registration System,v2.0.5,,mobile.tester,customer.support,2024-12-25,2024-12-30,,,"""profile,profile""",2,EPIC-005,SPRINT-61,User Account Management,Integration Issue,Enhancement,Medium,Medium
ECOM-1844,Bug,Closed,Medium,Order modification issues with multiple items,Performance degradation noticed when order modification issues with multiple items. Users are experiencing slow response times.,Order Tracking,v2.1.2,v2.1.6,qa.tester,finance.dept,2024-06-21,2024-09-21,2024-09-21,Fixed,"""processing,status""",3,,SPRINT-10,Order Management,Event Handling,Data Integrity,Low,Critical
ECOM-1845,Bug,Open,Critical,Password reset failing with special characters,Critical functionality broken for password reset failing with special characters. This is causing customer complaints and potential revenue loss.,Login System,v2.2.2,,,jane.smith,2023-01-05,2023-06-28,,,"registration,password,active""",8,EPIC-001,SPRINT-18,User Account Management,Business Logic,Enhancement,Low,Low
ECOM-1846,Bug,To Do,Low,Advanced search not functioning with large datasets,Critical functionality broken for advanced search not functioning with large datasets. This is causing customer complaints and potential revenue loss.,Pagination System,v2.1.6,,ux.team,finance.dept,2023-06-15,2024-11-21,,,"suggestions,suggestions,active""",1,,SPRINT-73,Search for Products,Validation Logic,Performance,Low,Critical
ECOM-1847,Bug,In Progress,Critical,Product variants not selectable with custom attributes,Critical functionality broken for product variants not selectable with custom attributes. This is causing customer complaints and potential revenue loss.,Product Details,v2.2.2,,frontend.dev,business.analyst,2024-06-29,2024-08-13,,,"inventory,price,active""",5,,SPRINT-66,Product Management,Validation Logic,Security,Critical,Critical
ECOM-1848,Bug,Open,High,Product images not displaying with custom attributes,Inconsistent behavior observed when product images not displaying with custom attributes. The issue appears to be intermittent and affects certain user segments.,Product Reviews,v2.1.0,,,product.manager,2024-09-04,2024-11-17,,,"inventory,display,active""",4,,SPRINT-9,Product Management,Error Handling,Enhancement,High,Critical
ECOM-1849,Bug,Reopened,High,Search history not saving for mobile users,Users experiencing issues when trying to search history not saving for mobile users. This affects user experience and may impact conversion rates.,Pagination System,v2.0.8,,mike.johnson,data.analyst,2024-09-21,2024-10-01,,,"""autocomplete,history""",3,,SPRINT-1,Search for Products,Storage Issue,UI/UX,Medium,Critical
ECOM-1850,Bug,To Do,Critical,Category filters not persisting for specific brands,Inconsistent behavior observed when category filters not persisting for specific brands. The issue appears to be intermittent and affects certain user segments.,Mobile Navigation,v2.1.5,,order.team,jane.smith,2024-05-21,2024-07-17,,,"navigation,mobile,active""",5,,SPRINT-18,Browse Products by Category,Async Processing,Enhancement,High,High
ECOM-1851,Bug,To Do,Low,Search performance problems with large datasets,Users experiencing issues when trying to search performance problems with large datasets. This affects user experience and may impact conversion rates.,Search History,v2.1.2,,security.team,business.analyst,2024-10-08,2024-12-12,,,"autocomplete,suggestions,active""",2,,SPRINT-42,Search for Products,Database Sync,Enhancement,Low,Low
ECOM-1852,Bug,Open,Low,Payment gateway timeout with discount codes,Users experiencing issues when trying to payment gateway timeout with discount codes. This affects user experience and may impact conversion rates.,Payment Flow,v2.0.5,,,mobile.tester,2024-07-06,2024-09-01,,,"flow,payment,active""",1,EPIC-005,SPRINT-72,Checkout and Payment,Logic Error,Data Integrity,Low,High
ECOM-1853,Bug,In Progress,Critical,Order tracking not working for gift orders,Users experiencing issues when trying to order tracking not working for gift orders. This affects user experience and may impact conversion rates.,Order History,v2.0.5,,data.team,sarah.wilson,2024-02-03,2024-08-06,,,"tracking,processing,active""",5,,SPRINT-67,Order Management,CSS Issue,Security,Low,Low
ECOM-1854,Bug,In Progress,Low,Wishlist notifications failing with price alerts,Inconsistent behavior observed when wishlist notifications failing with price alerts. The issue appears to be intermittent and affects certain user segments.,Wishlist UI,v2.1.5,,sarah.wilson,sarah.wilson,2024-08-03,2024-12-13,,,"notifications,sharing,active""",1,,SPRINT-7,Wishlist and Favorites,Algorithm Issue,Critical,High,High
ECOM-1855,Bug,Closed,High,Product reviews not showing with complex pricing,Critical functionality broken for product reviews not showing with complex pricing. This is causing customer complaints and potential revenue loss.,Product Display,v2.1.3,v2.0.8,backend.dev,qa.tester,2024-10-30,2024-11-12,2024-11-12,Fixed,"""reviews,images""",4,,SPRINT-57,Product Management,Calculation Error,Performance,Low,Low
ECOM-1856,Bug,Closed,Low,Cart UI display issues with multiple variants,System fails to properly handle cart ui display issues with multiple variants. Multiple users have reported this issue across different browsers.,Cart UI,v2.1.7,v2.1.3,mobile.tester,sarah.wilson,2024-06-06,2024-08-07,2024-08-07,Won't Fix,"""cart,mobile""",2,,SPRINT-56,Add Products to Cart,Input Validation,UI/UX,Critical,Critical
ECOM-1857,Bug,Closed,High,Category page not loading correctly with large product catalogs,Critical functionality broken for category page not loading correctly with large product catalogs. This is causing customer complaints and potential revenue loss.,Data Display,v2.2.1,v2.1.1,admin.user,sarah.wilson,2024-06-19,2024-11-25,2024-11-25,Fixed,"""category,mobile""",4,,SPRINT-11,Browse Products by Category,Event Handling,Functional,Low,Critical
ECOM-1858,Bug,Resolved,Medium,Category page not loading correctly with sort options,Performance degradation noticed when category page not loading correctly with sort options. Users are experiencing slow response times.,Mobile Navigation,v2.1.2,v2.0.8,performance.team,jane.smith,2024-02-24,2024-10-31,2024-10-31,Duplicate,"""data,performance""",2,,SPRINT-39,Browse Products by Category,Asset Loading,Enhancement,Critical,Low
ECOM-1859,Bug,Closed,Critical,Breadcrumb navigation problems on tablet view,Performance degradation noticed when breadcrumb navigation problems on tablet view. Users are experiencing slow response times.,Navigation System,v2.2.0,v2.1.4,session.team,admin.user,2024-09-16,2024-10-27,2024-10-27,Duplicate,"""data,performance""",8,,SPRINT-23,Browse Products by Category,Routing Issue,UI/UX,High,High
ECOM-1860,Bug,Reopened,High,Wishlist items not saving for multiple lists,System fails to properly handle wishlist items not saving for multiple lists. Multiple users have reported this issue across different browsers.,Wishlist UI,v2.1.2,,backend.dev,compliance.officer,2023-02-13,2023-07-31,,,"""sharing,persistence""",5,,SPRINT-23,Wishlist and Favorites,Validation Logic,Critical,Low,Medium
ECOM-1861,Bug,To Do,Low,Product reviews not showing with custom attributes,Users experiencing issues when trying to product reviews not showing with custom attributes. This affects user experience and may impact conversion rates.,Inventory System,v2.2.1,,payment.team,ui.designer,2024-10-18,2024-11-14,,,"display,reviews,active""",1,,SPRINT-86,Product Management,Calculation Error,Performance,High,Medium
ECOM-1862,Bug,Resolved,Critical,Order confirmation problems for gift orders,System fails to properly handle order confirmation problems for gift orders. Multiple users have reported this issue across different browsers.,Order Status,v2.1.7,v2.2.2,order.team,customer.support,2024-07-09,2024-09-14,2024-09-14,Cannot Reproduce,"""order,history""",5,,SPRINT-32,Order Management,Configuration Issue,Data Integrity,Critical,Medium
ECOM-1863,Bug,Resolved,Medium,Product specifications missing for variant products,System fails to properly handle product specifications missing for variant products. Multiple users have reported this issue across different browsers.,Product Images,v2.1.1,v2.1.9,john.doe,data.analyst,2024-06-04,2024-07-15,2024-07-15,Won't Fix,"""reviews,display""",2,,SPRINT-1,Product Management,Asset Loading,Enhancement,High,High
ECOM-1864,Bug,Resolved,Critical,Cart persistence problems from search results,System fails to properly handle cart persistence problems from search results. Multiple users have reported this issue across different browsers.,Cart Calculation,v2.2.0,v2.0.8,mike.johnson,qa.tester,2023-03-16,2024-08-03,2024-08-03,Won't Fix,"""ui,calculation""",8,,SPRINT-57,Add Products to Cart,Data Mapping,UI/UX,Medium,Critical
ECOM-1865,Bug,Open,Medium,Two-factor authentication failing with special characters,Critical functionality broken for two-factor authentication failing with special characters. This is causing customer complaints and potential revenue loss.,Login System,v2.1.2,,,admin.user,2023-09-23,2024-11-24,,,"login,user,active""",2,EPIC-010,SPRINT-78,User Account Management,Data Mapping,Security,Critical,High
ECOM-1866,Bug,In Progress,Low,Cart quantity not updating for guest users,Users experiencing issues when trying to cart quantity not updating for guest users. This affects user experience and may impact conversion rates.,Cart UI,v2.1.8,,ux.team,mobile.tester,2024-07-21,2024-07-29,,,"cart,ui,active""",1,,SPRINT-4,Add Products to Cart,Integration Issue,Security,Low,Critical
ECOM-1867,Bug,Open,Critical,Cart quantity not updating for guest users,Performance degradation noticed when cart quantity not updating for guest users. Users are experiencing slow response times.,Cart UI,v2.1.6,,,admin.user,2023-11-21,2024-10-12,,,"calculation,calculation,active""",5,,SPRINT-22,Add Products to Cart,Business Logic,Data Integrity,High,Critical
ECOM-1868,Bug,To Do,Medium,Category description missing with applied filters,Users experiencing issues when trying to category description missing with applied filters. This affects user experience and may impact conversion rates.,Data Display,v2.2.0,,frontend.dev,customer.support,2023-10-04,2024-12-09,,,"data,category,active""",3,,SPRINT-39,Browse Products by Category,Database Query,UI/UX,Medium,Medium
ECOM-1869,Bug,In Progress,Medium,Order confirmation email not sent with saved payment methods,Users experiencing issues when trying to order confirmation email not sent with saved payment methods. This affects user experience and may impact conversion rates.,Payment System,v2.1.3,,security.team,business.analyst,2024-11-07,2024-11-25,,,"validation,validation,active""",2,EPIC-010,SPRINT-94,Checkout and Payment,Storage Issue,Security,Low,Low
ECOM-1870,Bug,Resolved,High,Category sorting not working for specific brands,Performance degradation noticed when category sorting not working for specific brands. Users are experiencing slow response times.,Data Display,v2.1.1,v2.1.6,qa.tester,data.analyst,2024-11-28,2024-12-12,2024-12-12,Cannot Reproduce,"""data,performance""",3,,SPRINT-37,Browse Products by Category,Database Query,Performance,High,High
ECOM-1871,Bug,To Do,Low,Duplicate transaction issues with gift cards,Critical functionality broken for duplicate transaction issues with gift cards. This is causing customer complaints and potential revenue loss.,Error Handling,v2.1.8,,admin.user,jane.smith,2023-09-02,2024-02-08,,,"order,validation,active""",2,EPIC-005,SPRINT-94,Checkout and Payment,Error Handling,Enhancement,Critical,Low
ECOM-1872,Bug,To Do,High,Cart icon not updating with custom options,System fails to properly handle cart icon not updating with custom options. Multiple users have reported this issue across different browsers.,Cart Calculation,v2.1.4,,backend.dev,sarah.wilson,2023-03-05,2023-09-26,,,"cart,cart,active""",5,,SPRINT-93,Add Products to Cart,Async Processing,Performance,Medium,Medium
ECOM-1873,Bug,Open,Critical,Wishlist UI display issues with large quantities,Users experiencing issues when trying to wishlist ui display issues with large quantities. This affects user experience and may impact conversion rates.,Favorites Management,v2.1.7,,,sarah.wilson,2024-07-06,2024-08-01,,,"ui,wishlist,active""",8,,SPRINT-69,Wishlist and Favorites,Database Sync,Security,High,Low
ECOM-1874,Bug,Open,Low,Category page not loading correctly with large product catalogs,Users experiencing issues when trying to category page not loading correctly with large product catalogs. This affects user experience and may impact conversion rates.,Category Display,v2.1.4,,,qa.tester,2023-09-12,2023-12-14,,,"category,data,active""",1,,SPRINT-69,Browse Products by Category,Database Query,UI/UX,Medium,Low
ECOM-1875,Bug,Closed,High,Wishlist persistence problems for bulk operations,Inconsistent behavior observed when wishlist persistence problems for bulk operations. The issue appears to be intermittent and affects certain user segments.,Wishlist UI,v2.2.1,v2.1.6,qa.tester,qa.tester,2024-10-20,2024-10-31,2024-10-31,Won't Fix,"""wishlist,persistence""",3,,SPRINT-15,Wishlist and Favorites,Calculation Error,UI/UX,High,Low
ECOM-1876,Bug,Resolved,High,Product price incorrect with bulk operations,Users experiencing issues when trying to product price incorrect with bulk operations. This affects user experience and may impact conversion rates.,Price Display,v2.2.1,v2.1.2,mike.johnson,data.analyst,2024-04-26,2024-10-21,2024-10-21,Cannot Reproduce,"""price,reviews""",5,,SPRINT-88,Product Management,Database Query,UI/UX,Medium,Medium
ECOM-1877,Bug,To Do,Medium,User preferences not saving on mobile devices,Inconsistent behavior observed when user preferences not saving on mobile devices. The issue appears to be intermittent and affects certain user segments.,Account Settings,v2.1.8,,sarah.wilson,ui.designer,2023-02-05,2024-10-30,,,"login,password,active""",3,EPIC-009,SPRINT-78,User Account Management,Async Processing,Performance,Critical,Low
ECOM-1878,Bug,In Progress,High,User session timeout for existing users,Users experiencing issues when trying to user session timeout for existing users. This affects user experience and may impact conversion rates.,User Authentication,v2.1.8,,payment.team,qa.tester,2024-08-18,2024-11-01,,,"registration,user,active""",3,EPIC-001,SPRINT-23,User Account Management,Input Validation,UI/UX,Medium,Critical
ECOM-1879,Bug,Reopened,Medium,Product price incorrect with complex pricing,System fails to properly handle product price incorrect with complex pricing. Multiple users have reported this issue across different browsers.,Inventory System,v2.0.9,,mobile.tester,data.analyst,2023-07-27,2024-03-03,,,"""price,price""",2,,SPRINT-46,Product Management,Routing Issue,Performance,High,High
ECOM-1880,Bug,Resolved,High,Category navigation menu issues with large product catalogs,Users experiencing issues when trying to category navigation menu issues with large product catalogs. This affects user experience and may impact conversion rates.,Performance System,v2.2.1,v2.0.9,data.team,product.manager,2023-10-12,2024-06-03,2024-06-03,Won't Fix,"""category,mobile""",5,,SPRINT-60,Browse Products by Category,Database Query,UI/UX,Critical,Low
ECOM-1881,Bug,Reopened,Medium,Payment methods not displaying for guest checkout,Critical functionality broken for payment methods not displaying for guest checkout. This is causing customer complaints and potential revenue loss.,Payment Flow,v2.1.7,,david.chen,ui.designer,2024-09-22,2024-10-22,,,"""flow,email""",2,EPIC-001,SPRINT-1,Checkout and Payment,Async Processing,Data Integrity,Medium,Medium
ECOM-1882,Bug,Closed,Medium,Cart total calculation incorrect with promotional items,Critical functionality broken for cart total calculation incorrect with promotional items. This is causing customer complaints and potential revenue loss.,Cart Calculation,v2.0.5,v2.2.0,backend.dev,admin.user,2023-04-22,2023-11-11,2023-11-11,Won't Fix,"""ui,mobile""",3,,SPRINT-60,Add Products to Cart,Error Handling,Functional,Medium,Medium
ECOM-1883,Bug,To Do,Critical,Wishlist removal not working with large quantities,Critical functionality broken for wishlist removal not working with large quantities. This is causing customer complaints and potential revenue loss.,Wishlist UI,v2.1.8,,mike.johnson,business.analyst,2023-04-27,2024-03-31,,,"wishlist,sharing,active""",8,,SPRINT-28,Wishlist and Favorites,Algorithm Issue,Functional,Critical,Critical
ECOM-1884,Bug,In Progress,Low,Product reviews not showing for out of stock items,Performance degradation noticed when product reviews not showing for out of stock items. Users are experiencing slow response times.,Product Images,v2.1.2,,sarah.wilson,compliance.officer,2024-03-02,2024-10-17,,,"reviews,reviews,active""",2,,SPRINT-75,Product Management,CSS Issue,Functional,Medium,High
ECOM-1885,Bug,Resolved,Low,Order notification not sent for gift orders,System fails to properly handle order notification not sent for gift orders. Multiple users have reported this issue across different browsers.,Order Processing,v2.1.6,v2.1.0,backend.dev,admin.user,2024-01-14,2024-09-12,2024-09-12,Fixed,"""order,order""",1,,SPRINT-88,Order Management,Database Query,Security,Medium,Critical
ECOM-1886,Bug,Open,Critical,Wishlist UI display issues with price alerts,Performance degradation noticed when wishlist ui display issues with price alerts. Users are experiencing slow response times.,Wishlist UI,v2.1.7,,,compliance.officer,2024-05-24,2024-10-22,,,"notifications,notifications,active""",5,,SPRINT-3,Wishlist and Favorites,Validation Logic,Performance,Critical,High
ECOM-1887,Bug,In Progress,Medium,Wishlist to cart conversion failing for out of stock items,Inconsistent behavior observed when wishlist to cart conversion failing for out of stock items. The issue appears to be intermittent and affects certain user segments.,Favorites Management,v2.1.6,,ui.designer,ui.designer,2023-01-22,2024-09-08,,,"notifications,persistence,active""",3,,SPRINT-72,Wishlist and Favorites,Input Validation,Data Integrity,Critical,Low
ECOM-1888,Bug,In Progress,Medium,Order modification issues for bulk orders,System fails to properly handle order modification issues for bulk orders. Multiple users have reported this issue across different browsers.,Order Tracking,v2.1.7,,order.team,qa.tester,2023-03-21,2024-12-22,,,"tracking,history,active""",3,,SPRINT-29,Order Management,Error Handling,Critical,Critical,Critical
ECOM-1889,Bug,In Progress,Critical,Product specifications missing for featured products,System fails to properly handle product specifications missing for featured products. Multiple users have reported this issue across different browsers.,Price Display,v2.1.2,,session.team,product.manager,2024-06-22,2024-12-20,,,"reviews,reviews,active""",5,,SPRINT-8,Product Management,Error Handling,UI/UX,Critical,Critical
ECOM-1890,Bug,Resolved,Critical,Search pagination issues on slow connections,Performance degradation noticed when search pagination issues on slow connections. Users are experiencing slow response times.,Search UI,v2.0.9,v2.1.1,lisa.taylor,admin.user,2024-06-07,2024-10-22,2024-10-22,Won't Fix,"""history,autocomplete""",5,,SPRINT-79,Search for Products,Business Logic,Security,Low,Low
ECOM-1891,Bug,In Progress,Critical,User session timeout with email verification,Performance degradation noticed when user session timeout with email verification. Users are experiencing slow response times.,Password System,v2.0.5,,security.team,data.analyst,2024-07-22,2024-09-18,,,"registration,password,active""",8,EPIC-001,SPRINT-25,User Account Management,Database Sync,Functional,Critical,Medium
ECOM-1892,Bug,Open,Medium,Product details not loading for out of stock items,System fails to properly handle product details not loading for out of stock items. Multiple users have reported this issue across different browsers.,Product Details,v2.2.2,,,customer.support,2024-02-18,2024-07-29,,,"product,product,active""",2,,SPRINT-8,Product Management,Event Handling,UI/UX,High,Low
ECOM-1893,Bug,Resolved,Low,Search suggestions showing wrong results with large datasets,Performance degradation noticed when search suggestions showing wrong results with large datasets. Users are experiencing slow response times.,Auto-complete System,v2.0.8,v2.1.1,mike.johnson,data.analyst,2024-09-01,2024-11-03,2024-11-03,Cannot Reproduce,"""search,pagination""",2,,SPRINT-35,Search for Products,Database Sync,Functional,Low,Low
ECOM-1894,Bug,To Do,Low,Multiple items addition failing from wishlist,Users experiencing issues when trying to multiple items addition failing from wishlist. This affects user experience and may impact conversion rates.,Input Validation,v2.1.2,,david.chen,data.analyst,2024-02-26,2024-07-03,,,"calculation,mobile,active""",1,,SPRINT-76,Add Products to Cart,Calculation Error,Data Integrity,Low,High
ECOM-1895,Bug,Open,Low,Payment error messages unclear with multiple payment options,Performance degradation noticed when payment error messages unclear with multiple payment options. Users are experiencing slow response times.,Order System,v2.1.6,,,data.analyst,2024-02-09,2024-12-04,,,"email,validation,active""",2,EPIC-002,SPRINT-45,Checkout and Payment,Calculation Error,Critical,Critical,Critical
ECOM-1896,Bug,In Progress,High,Search results not displaying correctly in different languages,Critical functionality broken for search results not displaying correctly in different languages. This is causing customer complaints and potential revenue loss.,Filter System,v2.0.9,,sarah.wilson,jane.smith,2024-12-28,2024-12-30,,,"suggestions,filters,active""",5,,SPRINT-64,Search for Products,Data Mapping,Performance,High,High
ECOM-1897,Bug,Reopened,Medium,Order history not displaying with expedited delivery,Performance degradation noticed when order history not displaying with expedited delivery. Users are experiencing slow response times.,Order History,v2.1.3,,payment.team,sarah.wilson,2023-08-11,2024-04-25,,,"""status,history""",2,,SPRINT-7,Order Management,Integration Issue,Data Integrity,Medium,Low
ECOM-1898,Bug,Reopened,Low,Cart icon not updating for guest users,Users experiencing issues when trying to cart icon not updating for guest users. This affects user experience and may impact conversion rates.,Cart Logic,v2.1.0,,qa.tester,admin.user,2024-01-14,2024-06-14,,,"""session,mobile""",2,,SPRINT-48,Add Products to Cart,Validation Logic,Enhancement,High,Critical
ECOM-1899,Bug,Resolved,Critical,Wishlist organization issues with custom notes,Critical functionality broken for wishlist organization issues with custom notes. This is causing customer complaints and potential revenue loss.,Wishlist System,v2.2.1,v2.1.6,david.chen,qa.tester,2024-07-10,2024-10-08,2024-10-08,Duplicate,"""favorites,ui""",8,,SPRINT-59,Wishlist and Favorites,Session Issue,Performance,Critical,Critical
ECOM-1900,Bug,Reopened,Medium,Cart validation issues with bulk quantities,Critical functionality broken for cart validation issues with bulk quantities. This is causing customer complaints and potential revenue loss.,Cart UI,v2.2.2,,john.doe,compliance.officer,2023-05-12,2023-10-27,,,"""ui,validation""",2,,SPRINT-96,Add Products to Cart,State Management,Functional,High,Medium
ECOM-1901,Bug,Reopened,High,Search results not displaying correctly for mobile users,Performance degradation noticed when search results not displaying correctly for mobile users. Users are experiencing slow response times.,Search UI,v2.1.8,,frontend.dev,data.analyst,2023-10-03,2023-12-27,,,"""history,pagination""",3,,SPRINT-83,Search for Products,Database Query,UI/UX,Critical,Low
ECOM-1902,Bug,Reopened,Critical,Category images not loading in different languages,Inconsistent behavior observed when category images not loading in different languages. The issue appears to be intermittent and affects certain user segments.,Performance System,v2.1.7,,qa.tester,admin.user,2023-07-25,2024-07-05,,,"""performance,mobile""",5,,SPRINT-11,Browse Products by Category,Database Sync,Security,Low,Critical
ECOM-1903,Bug,Open,Medium,Search history not saving on slow connections,Performance degradation noticed when search history not saving on slow connections. Users are experiencing slow response times.,Pagination System,v2.1.8,,,finance.dept,2024-03-07,2024-09-19,,,"history,suggestions,active""",3,,SPRINT-7,Search for Products,Database Sync,Data Integrity,High,High
ECOM-1904,Bug,Open,Medium,Subcategory display problems in grid view,Critical functionality broken for subcategory display problems in grid view. This is causing customer complaints and potential revenue loss.,Mobile Navigation,v2.1.2,,,mobile.tester,2023-01-27,2023-07-29,,,"mobile,mobile,active""",2,,SPRINT-63,Browse Products by Category,Integration Issue,Critical,Low,Critical
ECOM-1905,Bug,Closed,Critical,Category description missing on mobile devices,Performance degradation noticed when category description missing on mobile devices. Users are experiencing slow response times.,Performance System,v2.1.2,v2.2.2,qa.tester,ui.designer,2024-05-10,2024-12-10,2024-12-10,Cannot Reproduce,"""performance,navigation""",8,,SPRINT-76,Browse Products by Category,Event Handling,Critical,Medium,High
ECOM-1906,Bug,To Do,Critical,Category filters not persisting in different languages,Performance degradation noticed when category filters not persisting in different languages. Users are experiencing slow response times.,Data Display,v2.0.9,,payment.team,mobile.tester,2024-02-08,2024-03-02,,,"performance,mobile,active""",5,,SPRINT-100,Browse Products by Category,Validation Logic,Critical,Low,Medium
ECOM-1907,Bug,Resolved,Medium,Search suggestions showing wrong results in specific browsers,Users experiencing issues when trying to search suggestions showing wrong results in specific browsers. This affects user experience and may impact conversion rates.,Search History,v2.1.9,v2.1.5,performance.team,jane.smith,2024-05-08,2024-12-22,2024-12-22,Fixed,"""autocomplete,history""",2,,SPRINT-89,Search for Products,Async Processing,UI/UX,Critical,High
ECOM-1908,Bug,Open,Critical,Product images not displaying for featured products,Inconsistent behavior observed when product images not displaying for featured products. The issue appears to be intermittent and affects certain user segments.,Product Display,v2.1.9,,,data.analyst,2024-01-06,2024-12-11,,,"product,price,active""",8,,SPRINT-14,Product Management,Async Processing,Critical,High,Critical
ECOM-1909,Bug,In Progress,Critical,Order invoice generation failing with expedited delivery,Performance degradation noticed when order invoice generation failing with expedited delivery. Users are experiencing slow response times.,Order Status,v2.2.0,,lisa.taylor,product.manager,2024-07-25,2024-08-07,,,"history,order,active""",8,,SPRINT-69,Order Management,Routing Issue,Enhancement,Critical,Low
ECOM-1910,Bug,In Progress,High,Product variants not selectable for digital products,Inconsistent behavior observed when product variants not selectable for digital products. The issue appears to be intermittent and affects certain user segments.,Inventory System,v2.1.9,,david.chen,jane.smith,2024-04-04,2024-04-20,,,"display,images,active""",3,,SPRINT-78,Product Management,Data Mapping,Enhancement,High,High
ECOM-1911,Bug,Closed,Low,Cart UI display issues during peak hours,Performance degradation noticed when cart ui display issues during peak hours. Users are experiencing slow response times.,Session Management,v2.1.5,v2.1.4,data.team,qa.tester,2023-02-09,2024-11-03,2024-11-03,Cannot Reproduce,"""mobile,mobile""",2,,SPRINT-31,Add Products to Cart,Session Issue,Functional,Critical,Low
